date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:56	441952/441952	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:19:53%20GMT	https://www.fedex.com/en-us/shipping/international-1-5-day.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international-1-5-day.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:19:58	339365/339365	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:19:55%20GMT	https://www.fedex.com/en-us/shipping/international/ecommerce-connect-plus.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/ecommerce-connect-plus.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:01	306162/306162	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:19:57%20GMT	https://www.fedex.com/en-us/shipping/international-ground-canada.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international-ground-canada.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:02	371814/371814	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:19:59%20GMT	https://www.fedex.com/en-us/shipping/international/how-to-ship-to-canada.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/how-to-ship-to-canada.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:03	287723/287723	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:00%20GMT	https://www.fedex.com/en-us/shipping/international/ecommerce-connect.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/ecommerce-connect.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:04	393/393	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:01%20GMT	https://www.fedex.com/en-us/shipping/freight/international/air-freight.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/international/air-freight.b4.delayed	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:05	414633/414633	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:02%20GMT	https://www.fedex.com/en-us/shipping/freight/air-freight/international.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/air-freight/international.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:07	401/401	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:04%20GMT	https://www.fedex.com/en-us/shipping/freight-services/international-premium.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight-services/international-premium.b6.delayed	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:09	272574/272574	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:06%20GMT	https://www.fedex.com/en-us/shipping/freight/air-freight/international-premium.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/air-freight/international-premium.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:10	419729/419729	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:07%20GMT	https://www.fedex.com/en-us/shipping/last-minute-rates.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/last-minute-rates.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:11	68629/68629	---M--	200	added ('OK')	image/jpeg	etag:%22yGKOe3SbpCIjFQs2BECPdcfYS0jGgvF7gJTbJmRLGNw%22	https://cdn.bfldr.com/I22OPSFM/at/vbttvq5ggkkstrxkgh38nq3/B_20150125_2800_jcp_493791.jpg?format=jpg&crop=5018%2C3196%2Cx83%2Cy129&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/vbttvq5ggkkstrxkgh38nq3/B_20150125_2800_jcp_4937911649.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:13	25341/25341	---M--	200	added ('OK')	image/jpeg	etag:%22prZjJU4fOlOHLQGyS3d68/X+UzTgkVBb168Qbun9zWE%22	https://cdn.bfldr.com/I22OPSFM/at/ckw57v35xhsqmg75rh3f75cj/Digital_-_Purple_Ship_Icon_-_Large.jpg?auto=webp&fit=bounds&format=jpg&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/ckw57v35xhsqmg75rh3f75cj/Digital_-_Purple_Ship_Icon_-_Large33d0.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:14	215085/215085	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:11%20GMT	https://www.fedex.com/en-us/customer-support/help-videos/international.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/customer-support/help-videos/international.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:15	310997/310997	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:13%20GMT	https://www.fedex.com/en-us/shipping/international/create-documents.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/create-documents.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:16	58097/58097	---M--	200	added ('OK')	image/jpeg	etag:%22AQM1pKrFL3k+qb9ko8u/AiPGaQn6cevVVvjqzJLVUlM%22	https://cdn.bfldr.com/I22OPSFM/at/khnf9tz8gkg5c98qn9v84cp/fy21_apac_96.jpg?format=jpg&crop=7117%2C4532%2Cx118%2Cy187&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/khnf9tz8gkg5c98qn9v84cp/fy21_apac_96cf15.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:17	261497/261497	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:14%20GMT	https://www.fedex.com/en-us/electronic-trade-documents.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/electronic-trade-documents.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:17	48422/48422	---M--	200	added ('OK')	image/jpeg	etag:%22SuP8eRNoLuBCdDZadrXPrwsQaG6u8dmaxoQSI1el3iE%22	https://cdn.bfldr.com/I22OPSFM/at/nxxfcc33mgc7bjcb59sfktz/20150817_dm_15_006_04_02_05_010_160130.jpg?format=jpg&crop=4770%2C3038%2Cx79%2Cy121&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/nxxfcc33mgc7bjcb59sfktz/20150817_dm_15_006_04_02_05_010_160130fc61.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:18	259855/259855	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:15%20GMT	https://www.fedex.com/en-us/shipping/electronic-export-information.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/electronic-export-information.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:19	83126/83126	---M--	200	added ('OK')	image/jpeg	etag:%227T/9BUItC2emh8DhEsXhSoc6AenotxhWu1fnBtA5blM%22	https://cdn.bfldr.com/I22OPSFM/at/whb8774cq7fkc3ntn9mwnbs/fy21_apac_383.jpg?format=jpg&crop=3901%2C2484%2Cx795%2Cy1010&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/whb8774cq7fkc3ntn9mwnbs/fy21_apac_383bfdf.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:20	406537/406537	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:17%20GMT	https://www.fedex.com/en-us/regulatory-news.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/regulatory-news.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:21	51060/51060	---M--	200	added ('OK')	image/jpeg	etag:%22H7cv1u3qOrKhBE+Ta/g2hIHXFQXd8bhuXawPtK+TyYo%22	https://cdn.bfldr.com/I22OPSFM/at/ct4x5rz696jgkk9x5fnskg/fy21_apac_393.jpg?format=jpg&crop=4704%2C2996%2Cx78%2Cy121&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/ct4x5rz696jgkk9x5fnskg/fy21_apac_393ca1e.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:22	232489/232489	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:19%20GMT	https://www.fedex.com/en-us/shipping/international/brokerage.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/brokerage.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:22	46677/46677	---M--	200	added ('OK')	image/jpeg	etag:%22oKIQcQQsCOfPicSoQWGlFe/lEYE+6RzvHUKFii3VZWw%22	https://cdn.bfldr.com/I22OPSFM/at/bjsqf5r5g6gxmpft7njc55hw/20181010_0239_2598532.jpg?format=jpg&crop=7992%2C5090%2Cx132%2Cy206&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/bjsqf5r5g6gxmpft7njc55hw/20181010_0239_2598532f7ce.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:24	219137/219137	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:21%20GMT	https://www.fedex.com/en-us/shipping/international/duties-and-taxes.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/duties-and-taxes.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:24	52552/52552	---M--	200	added ('OK')	image/jpeg	etag:%22ovL0W7wcU72iCqHOrA9dZkPBHxNWWr5HhJ+pT1xOCBM%22	https://cdn.bfldr.com/I22OPSFM/at/kgjkvgvwfb3qvsr9kwtcgz/20171113_MK_03294_187916514.jpg?format=jpg&crop=5297%2C3373%2Cx88%2Cy136&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/kgjkvgvwfb3qvsr9kwtcgz/20171113_MK_03294_187916514eb1c.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:25	282837/282837	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:22%20GMT	https://www.fedex.com/en-us/shipping/international/customs-clearance.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/customs-clearance.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:26	189512/189512	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:23%20GMT	https://www.fedex.com/en-us/shipping/international-prohibited-items.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international-prohibited-items.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:27	204846/204846	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:24%20GMT	https://www.fedex.com/en-us/service-guide/dangerous-goods.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/service-guide/dangerous-goods.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:28	369239/369239	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:25%20GMT	https://www.fedex.com/en-us/shipping/glossary.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/glossary.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:30	44958/44958	---M--	200	added ('OK')	image/jpeg	etag:%22hqSBFJhQ8005X99LnAAsg1ut2rhzJVLUmh1lJ/0t5sM%22	https://cdn.bfldr.com/I22OPSFM/at/kqnjfxrhf7873gtfm9vntkw/FedEx_Dubai_278A5338.jpg?format=jpg&crop=2722%2C2722%2Cx1494%2Cy434&width=463&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/kqnjfxrhf7873gtfm9vntkw/FedEx_Dubai_278A5338758a.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:32	56183/56183	---M--	200	added ('OK')	image/jpeg	etag:%228d4nKf+aX1dIZSGhfaM+MwWHS2BSbiG+pq+OU2jEX9g%22	https://cdn.bfldr.com/I22OPSFM/at/kqnjfxrhf7873gtfm9vntkw/FedEx_Dubai_278A5338.jpg?format=jpg&crop=2669%2C1700%2Cx1572%2Cy665&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/kqnjfxrhf7873gtfm9vntkw/FedEx_Dubai_278A53386e8c.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:32	1119/1119	---M--	200	added ('OK')	image/png	etag:%22GLOe9ew9ftC6k0OrTfKHRPsrZRSiTSCShw9dwc3qrUM%22	https://cdn.bfldr.com/I22OPSFM/at/s4fkwf7n9q3kq3gbbf3jwcms/Purple_Number_One_Icon_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/s4fkwf7n9q3kq3gbbf3jwcms/Purple_Number_One_Icon_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:35	367/367	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:32%20GMT	https://www.fedex.com/en-us/shipping/packing/how-to-pack.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/packing/how-to-pack.cf.delayed	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:35	1321/1321	---M--	200	added ('OK')	image/png	etag:%22mmRLbapEvT02TycRJKF/4et033DtnFBUXSOfFEkweC8%22	https://cdn.bfldr.com/I22OPSFM/at/6x8jvx6hcc5gpwgvgrpcqtp/Purple_Number_Two_Icon_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/6x8jvx6hcc5gpwgvgrpcqtp/Purple_Number_Two_Icon_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:37	198810/198810	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:35%20GMT	https://www.fedex.com/en-us/delivery-options/signature-services.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/delivery-options/signature-services.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:38	1354/1354	---M--	200	added ('OK')	image/png	etag:%22KSpeNW5mqou74p0znJz+XinioA861AqhAB1H6FLQ68c%22	https://cdn.bfldr.com/I22OPSFM/at/v3crgf8z8sqw6wft9ft6vqgm/Purple_Number_Three_Icon_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/v3crgf8z8sqw6wft9ft6vqgm/Purple_Number_Three_Icon_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:39	65282/65282	---M--	200	added ('OK')	image/jpeg	etag:%22kkIgpaA2rnDcFRozHGUVY5aSdC5FR9DVegFkZVBf04U%22	https://cdn.bfldr.com/I22OPSFM/at/vxvjkqwxc64g353gsgng58/master-bm-fxo-0375-203-211.jpg?format=jpg&crop=5378%2C3425%2Cx89%2Cy139&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/vxvjkqwxc64g353gsgng58/master-bm-fxo-0375-203-2110e32.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:39	67914/67914	---M--	200	added ('OK')	image/jpeg	etag:%22N1eKr4pGg3ud+8uVoE+MyBY7+ZQvf+TM4en5pi/GByg%22	https://cdn.bfldr.com/I22OPSFM/at/hngp5j7hx7vg4978v4psgkx/fy20_dollargeneral_e1a2960_fdi.jpg?format=jpg&crop=8410%2C5356%2Cx139%2Cy217&width=727&height=463&auto=webp&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/hngp5j7hx7vg4978v4psgkx/fy20_dollargeneral_e1a2960_fdic2c7.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:40	1374/1374	---M--	200	added ('OK')	image/png	etag:%22m2tHG9GGxyqotAhDNDmj6AlihegLHf95DVW9O1pS4AQ%22	https://cdn.bfldr.com/I22OPSFM/at/6hbm2fb3msmskcfg4967j44n/Purple_Ship_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/6hbm2fb3msmskcfg4967j44n/Purple_Ship_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:40	1345/1345	---M--	200	added ('OK')	image/png	etag:%22XfFC/b32ALl/jZxlu27mtx3c7H6SNoq601nw+9F7JsU%22	https://cdn.bfldr.com/I22OPSFM/at/nh76262mn3624jrjw2bwftp/Purple_Map_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/nh76262mn3624jrjw2bwftp/Purple_Map_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:41	2438/2438	---M--	200	added ('OK')	image/png	etag:%22am8wFfWjOfcdzNxqWQtLpwyNGwTf+uBs3OoDnjp/J5k%22	https://cdn.bfldr.com/I22OPSFM/at/hc8hp5qrtz7bmptpr3kqz9r/Purple_Global_Connectivity_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/hc8hp5qrtz7bmptpr3kqz9r/Purple_Global_Connectivity_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:42	385/385	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:39%20GMT	https://www.fedex.com/en-us/shipping/international/world-tariff.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/world-tariff.d8.delayed	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:43	303604/303604	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:40%20GMT	https://www.fedex.com/en-us/shipping/international/worldtariff.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/international/worldtariff.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:43	264/264	---M--	200	added ('OK')	image/png	etag:%22yUn0Wp+89UrzIgqE45JVfJR5g2tByQ47+bvfc0roqLk%22	https://cdn.bfldr.com/I22OPSFM/at/rbspgwnqjfhvcxg5pxnxqrs/Purple_Documents_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/rbspgwnqjfhvcxg5pxnxqrs/Purple_Documents_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:49	481075/481075	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:45%20GMT	https://www.fedex.com/en-us/small-business/articles-insights/mastering-shipping-strategy.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/small-business/articles-insights/mastering-shipping-strategy.db.delayed	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:50	507883/507883	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:47%20GMT	https://www.fedex.com/en-us/small-business/articles-insights/how-to-develop-a-business-shipping-strategy.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/small-business/articles-insights/how-to-develop-a-business-shipping-strategy.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:50	1958/1958	---M--	200	added ('OK')	image/png	etag:%22MITvDyS94vO9O9HC6K49e5QpfAaSmJzjpLpJus2+FTI%22	https://cdn.bfldr.com/I22OPSFM/at/tf5vqtnsmmp8z9vgvs34br/Purple_Rewards_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/tf5vqtnsmmp8z9vgvs34br/Purple_Rewards_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:50	949/949	---M--	200	added ('OK')	image/png	etag:%229bK2Rmnk+vCi7qX3t9eEVbJVlIsZYZDj4pXXmH9xxIU%22	https://cdn.bfldr.com/I22OPSFM/at/qc3prw7vf9hztmtpfrcznz8c/Purple_Returns_Icon_-_Large.png?auto=webp&fit=bounds&format=png&width=727&height=463	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/qc3prw7vf9hztmtpfrcznz8c/Purple_Returns_Icon_-_Largef917.png	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:52	550382/550382	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:49%20GMT	https://www.fedex.com/en-us/shipping/returns/global.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/returns/global.html	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:53	96625/96625	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Feb%202026%2010:58:02%20GMT	https://www.fedex.com/content/dam/fedex/us-united-states/shipping/images/POD_GlobalEcommPlaybook_727x463.jpg	C:/Users/DELL/Documents/FedEx/www.fedex.com/content/dam/fedex/us-united-states/shipping/images/POD_GlobalEcommPlaybook_727x463.jpg	(from https://www.fedex.com/en-us/shipping/international.html)
19:20:54	214912/214912	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:51%20GMT	https://www.fedex.com/en-us/open-account/ag13398602.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/open-account/ag13398602.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:54	92853/92853	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Feb%202026%2014:06:35%20GMT	https://www.fedex.com/content/dam/fedex/us-united-states/shipping/images/20170627_MK_B48I4496_11921173_727x574.jpg	C:/Users/DELL/Documents/FedEx/www.fedex.com/content/dam/fedex/us-united-states/shipping/images/20170627_MK_B48I4496_11921173_727x574.jpg	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:55	359773/359773	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:52%20GMT	https://www.fedex.com/en-us/shipping/freight/ltl.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/ltl.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:56	396901/396901	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:53%20GMT	https://www.fedex.com/en-us/shipping/freight/ltl/shipping-to-canada.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/ltl/shipping-to-canada.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:57	354807/354807	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:54%20GMT	https://www.fedex.com/en-us/shipping/freight/ltl/shipping-to-mexico.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/ltl/shipping-to-mexico.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:57	404/404	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:20:55%20GMT	https://www.fedex.com/en-us/shipping/freight-services/freight-1-3-business-day.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight-services/freight-1-3-business-day.e6.delayed	(from https://www.fedex.com/en-us/shipping/freight.html)
19:20:59	290385/290385	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:56%20GMT	https://www.fedex.com/en-us/shipping/freight/air-freight/freight-1-3-business-day.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/air-freight/freight-1-3-business-day.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:00	490596/490596	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:57%20GMT	https://www.fedex.com/en-us/logistics/air-freight-forwarding.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/logistics/air-freight-forwarding.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:03	435013/435013	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:20:59%20GMT	https://www.fedex.com/en-us/logistics/ocean-freight-forwarding.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/logistics/ocean-freight-forwarding.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:04	332704/332704	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:01%20GMT	https://www.fedex.com/en-us/shipping/same-day.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/same-day.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:05	254127/254127	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:03%20GMT	https://www.fedex.com/en-us/shipping/freight/air-freight/overnight.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/air-freight/overnight.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:09	387/387	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Feb%202026%2018:21:06%20GMT	http://www.fedex.com/en-us/shipping/freight/ltl/volume-services.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/ltl/volume-services.ed.delayed	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:10	261355/261355	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:05%20GMT	https://www.fedex.com/en-us/shipping/freight/air-freight/charters.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/air-freight/charters.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:11	244877/244877	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:09%20GMT	https://www.fedex.com/en-us/shipping/freight/ltl/volume-services.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/freight/ltl/volume-services.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:16	489555/489555	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:09%20GMT	https://www.fedex.com/en-us/custom-critical.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/custom-critical.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:18	238255/238255	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Feb%202026%2018:21:15%20GMT	https://www.fedex.com/en-us/shipping/benefits-of-using-fedex-ground-and-ltl-to-ship.html	C:/Users/DELL/Documents/FedEx/www.fedex.com/en-us/shipping/benefits-of-using-fedex-ground-and-ltl-to-ship.html	(from https://www.fedex.com/en-us/shipping/freight.html)
19:21:21	5984/5984	---M--	200	added ('OK')	image/png	etag:%22pQtSxcAJgPdXVkY10b9qnWfuuzY7BqLcRdAn+r4zVmk%22	https://cdn.bfldr.com/I22OPSFM/at/tqsjvgvqkr8xkvwq4t7z8xtv/Gradient_Handle_With_Care_Icon_Large_v2.png?auto=webp&fit=bounds&format=png&width=64&height=64&	C:/Users/DELL/Documents/FedEx/cdn.bfldr.com/I22OPSFM/at/tqsjvgvqkr8xkvwq4t7z8xtv/Gradient_Handle_With_Care_Icon_Large_v25df9.png	(from https://www.fedex.com/en-us/shipping/freight.html)
